Name,Test Matches,ODIs,T20s,Innings,Runs,Fours,Sixes,Strike Rate,Highest Score,Average,50s,100s,Wickets,Economy,Date of Match,Runs Conceded,3 Wickets Haul,5 Wickets Haul,Balls
Cricketer_430,108,134,54,125,7530,183,77,64.33100512,155,36.72982523,28,4,85,6.479926526,04-Apr,4989,15,5,5580
Cricketer_431,122,166,174,141,8610,112,159,59.60851819,157,26.90546179,18,5,78,6.053550792,05-Apr,3777,14,1,5690
Cricketer_432,139,113,88,22,2022,366,97,105.253533,93,20.59188859,10,7,390,6.436829109,06-Apr,4437,1,4,6713
Cricketer_433,173,100,67,184,8058,320,76,117.4225953,132,27.24636064,25,9,134,7.099357064,03-Apr,8470,3,5,9337
Cricketer_434,179,153,186,150,7457,313,170,81.57703224,131,48.14608167,25,6,392,6.38165501,04-Jun,1500,8,2,7506
Cricketer_435,92,144,170,74,1833,487,94,88.60237519,95,30.02287373,11,7,205,4.909814703,05-Mar,2777,8,5,3797
Cricketer_436,134,181,131,31,1859,460,63,88.25737432,155,43.83135901,20,10,247,4.812602296,06-Mar,8588,8,4,5429
Cricketer_437,173,130,148,142,3319,378,173,52.65763481,170,47.41529869,9,10,178,6.606137692,05-May,1166,4,2,2904
Cricketer_438,72,60,135,58,4048,106,112,108.5181272,153,33.775875,21,9,60,4.808470908,03-Mar,7724,7,3,8124
Cricketer_439,57,102,197,106,3460,143,107,137.32275,184,46.33710584,23,3,425,7.573080825,04-Jun,3995,3,5,2174
Cricketer_440,147,162,82,65,2283,362,97,146.1449174,58,43.1794545,10,3,240,4.477210773,04-Mar,8568,9,5,8703
Cricketer_441,79,56,127,85,1767,337,144,72.37562121,149,45.22367237,5,9,256,4.203897328,04-Mar,8815,5,2,8968
Cricketer_442,158,189,82,179,2326,278,196,139.6849341,155,20.89579037,29,5,127,5.4417072,06-May,3066,12,1,5386
Cricketer_443,86,98,153,191,3547,300,169,79.0282499,179,21.36849698,20,4,498,4.215880665,04-May,7041,12,3,5917
Cricketer_444,143,169,56,86,4415,419,167,103.7070802,92,31.38202828,28,6,90,4.692807854,05-Apr,6677,5,3,7412
Cricketer_445,182,90,135,119,5822,231,170,68.37549556,140,30.24403264,27,10,98,4.136748144,04-Apr,9018,3,1,9955
Cricketer_446,186,71,102,137,7444,269,175,93.99408668,90,44.93635134,30,8,298,4.938275205,03-Mar,7992,12,1,4069
Cricketer_447,98,58,167,154,3319,230,180,145.1702126,54,36.19461499,23,8,276,4.94975474,04-Mar,9958,9,5,9010
Cricketer_448,148,60,106,44,4497,198,67,129.124182,93,21.49947844,26,6,210,4.511192492,06-Apr,7741,13,2,4387
Cricketer_449,192,88,163,142,3355,343,177,120.0483971,168,49.84344848,26,3,116,6.446323994,04-May,4080,11,5,2159
Cricketer_450,151,174,147,137,9010,422,195,107.8155796,138,25.96203868,25,7,161,5.837840401,04-May,6614,11,1,8609
Cricketer_451,52,51,147,177,4380,129,90,112.0510597,183,42.09071917,21,7,491,7.175740757,03-Jun,2450,6,1,5781
Cricketer_452,134,89,113,64,7470,178,97,66.68886479,185,44.33278929,9,1,426,4.483043142,05-Apr,5657,7,1,9561
Cricketer_453,176,118,86,80,8191,253,191,108.741877,193,39.38888009,7,10,152,6.180075067,04-Mar,6331,4,4,6438
Cricketer_454,147,80,155,21,5141,447,109,81.24835596,143,33.53223778,5,8,145,5.518396885,03-Jun,3872,5,2,5120
Cricketer_455,58,87,183,91,1357,260,77,124.5662552,92,47.29908852,29,10,60,7.652792629,04-Mar,5884,11,4,9711
Cricketer_456,92,177,185,120,1325,479,157,95.86605855,178,27.7089404,9,4,179,6.805736471,04-Jun,9577,9,5,7730
Cricketer_457,181,85,146,114,4726,376,116,147.6474922,71,22.24377763,7,7,57,5.624043603,06-Jun,4028,12,4,4914
Cricketer_458,180,69,134,31,5494,232,189,62.67950971,58,38.75399657,7,2,483,7.730610123,06-Mar,1218,1,1,6629
Cricketer_459,104,73,106,125,9267,393,70,88.28333537,154,49.42220733,24,9,94,5.794421688,05-Mar,8033,1,3,5165
Cricketer_460,111,86,82,71,1801,443,82,82.14152605,150,21.90592418,27,3,371,4.178724324,03-Jun,5051,4,5,4031
Cricketer_461,141,124,64,121,7638,320,103,71.23565013,75,26.48717259,16,6,158,6.096650863,05-Apr,9384,2,4,7829
Cricketer_462,54,145,98,133,7069,196,157,113.6757492,131,36.60853578,28,10,333,6.105067721,06-Jun,4073,12,4,4343
Cricketer_463,87,150,125,50,5797,416,90,142.2007244,92,36.4055879,28,9,343,7.197763603,04-May,1871,4,4,3602
Cricketer_464,188,94,100,107,8651,414,102,77.72626242,129,40.84128667,19,2,366,7.587993799,03-Apr,3830,12,2,4331
Cricketer_465,98,136,84,111,4259,188,91,57.59983803,133,26.6863495,11,4,471,4.921441022,05-Mar,4270,1,1,2126
Cricketer_466,141,118,91,48,2416,378,138,100.9157627,150,29.86102736,19,1,91,6.211118531,05-May,7413,11,1,9307
Cricketer_467,137,133,146,95,8508,277,147,60.92674911,84,46.43822255,19,3,57,7.257297001,06-May,1007,7,3,9812
Cricketer_468,125,105,108,46,6044,260,161,62.99528104,178,30.32601434,28,9,361,6.202665303,06-Jun,2473,3,4,7333
Cricketer_469,189,109,152,90,3335,226,90,55.7568166,118,44.05638528,12,3,170,7.802841915,03-May,6632,12,2,5218
Cricketer_470,90,114,87,130,6841,100,64,87.92633043,137,48.65740897,25,7,469,7.018269355,05-Mar,3758,1,2,4550
Cricketer_471,76,55,108,23,8954,106,120,143.6494388,200,33.35339843,20,1,347,6.122579212,04-Apr,2218,3,4,7279
Cricketer_472,89,50,159,38,1641,390,82,66.1777283,83,46.49657645,21,5,102,7.544975679,06-May,8785,5,2,8425
Cricketer_473,58,179,68,102,1998,106,93,75.27292402,199,37.16812797,19,3,393,6.032378214,03-Jun,4107,15,3,2504
Cricketer_474,182,166,144,190,8005,156,167,103.0314512,132,26.63771287,19,1,445,5.711449255,04-Apr,5480,13,5,9381
Cricketer_475,78,172,62,42,1241,339,169,130.3910809,160,39.70995327,8,5,399,4.498470337,03-May,7933,4,2,3659
Cricketer_476,51,87,155,155,3662,301,175,124.5883373,72,23.47721721,22,8,260,7.330278174,05-Mar,6231,14,5,3412
Cricketer_477,151,100,76,20,5605,254,139,98.6603357,190,33.38127393,23,8,491,6.386601345,05-Mar,9594,9,1,8895
Cricketer_478,60,165,66,159,1820,474,77,82.44135251,178,30.49569812,25,9,320,4.34923104,05-May,6972,2,1,9630
Cricketer_479,146,157,60,66,9624,493,193,79.14520493,134,49.55563855,11,3,107,4.94308942,03-Apr,2206,11,4,3312
Cricketer_480,52,139,127,194,5374,311,89,92.94783278,129,49.41548059,6,5,88,5.055550099,06-Mar,7381,1,4,5892
Cricketer_481,181,64,115,32,4499,267,166,58.295102,180,23.01751908,21,6,271,6.296433098,04-Mar,3083,7,3,6390
Cricketer_482,176,137,128,172,6170,305,169,96.11409035,102,20.37907897,29,3,343,5.129757398,04-Mar,2882,11,3,3473
Cricketer_483,158,132,151,139,1290,297,90,51.49691356,155,35.209681,27,2,469,4.749149796,03-May,1769,5,5,4503
Cricketer_484,185,170,90,65,4667,452,51,143.20406,85,23.95117554,24,5,220,7.334864983,04-Mar,7907,4,2,3952
Cricketer_485,159,191,123,133,4615,308,94,81.94413731,85,32.10056979,6,10,306,7.308299713,05-Apr,3258,6,1,2539
Cricketer_486,97,166,175,179,4017,134,57,125.7970929,153,25.61927989,19,2,208,7.31325818,05-Apr,9965,8,4,4370
Cricketer_487,98,178,66,53,7046,274,169,63.04184429,154,37.20033546,26,2,305,6.371843954,05-Jun,7784,9,3,9550
Cricketer_488,130,54,62,26,5318,286,50,78.92508216,190,24.29766435,26,4,256,7.631728316,03-Apr,6775,6,3,7077
Cricketer_489,168,104,160,92,7249,107,183,104.9462222,109,39.37692602,20,6,395,4.614738666,03-Mar,6215,3,5,8611
Cricketer_490,54,143,190,96,3178,453,192,55.20012578,161,45.08329198,23,3,235,5.655558407,06-Jun,1099,5,2,3451
Cricketer_491,93,76,87,160,3605,260,57,111.2580257,76,38.37668385,12,10,242,6.452520176,05-May,2491,9,2,8905
Cricketer_492,171,125,69,130,6896,157,141,72.41265383,178,37.30583895,16,8,114,4.051001779,03-May,3436,4,3,3523
Cricketer_493,70,188,84,187,5651,354,65,141.5132626,121,45.64622931,14,4,332,6.073093511,04-May,2135,4,5,8316
Cricketer_494,165,105,68,52,3627,421,93,61.42311066,68,32.16915502,21,1,161,7.506527935,06-Jun,4592,15,4,6534
Cricketer_495,66,111,73,187,5293,102,103,128.2251278,73,36.02768578,16,5,93,4.794965789,05-May,4997,8,3,2737
Cricketer_496,131,129,59,152,1117,148,113,113.476072,89,21.77351131,25,10,331,4.458683169,04-Mar,2600,13,2,6986
Cricketer_497,105,130,163,137,5298,387,127,123.3510476,117,24.31388496,30,8,134,6.461814174,03-Jun,7793,8,1,2521
Cricketer_498,126,61,132,60,1476,232,89,101.2131529,168,48.07270418,18,2,178,5.245822532,03-Jun,8739,1,5,5510
Cricketer_499,65,85,73,22,8787,487,136,95.16780422,197,46.59824751,23,9,500,4.026554811,05-Jun,1845,13,2,3205
Cricketer_500,63,166,142,151,9978,447,114,143.1340402,105,39.12885763,25,6,355,5.384905095,06-Jun,7775,13,3,4875
Cricketer_501,76,84,98,41,5057,105,119,75.25097605,89,26.79735405,26,3,378,5.646288949,04-Jun,1362,14,3,6051
Cricketer_502,186,76,120,82,3110,261,111,98.5535049,139,40.20815809,27,7,432,6.507854014,05-Jun,3100,15,4,3149
Cricketer_503,64,116,149,85,1640,361,62,60.13050312,187,42.57007877,7,10,345,6.083771789,06-Mar,3893,5,2,8801
Cricketer_504,97,88,127,51,7310,483,170,60.18650842,200,41.73850521,5,7,259,5.548013286,06-May,9034,15,5,8026
Cricketer_505,143,183,58,114,6432,167,62,138.3087159,146,29.28089335,20,4,171,4.920775747,03-Jun,5936,3,2,7975
Cricketer_506,146,200,96,160,1067,244,122,58.77553037,51,38.02259654,14,6,151,4.652079081,05-Jun,7841,6,1,6983
Cricketer_507,80,119,176,183,8074,356,83,93.79976406,125,41.10978358,6,10,129,7.755089718,04-Apr,8526,1,4,2487
Cricketer_508,110,183,168,107,4211,474,82,117.2697857,81,34.68564091,29,6,310,6.610242352,05-May,2167,12,4,7994
Cricketer_509,165,112,63,23,3874,409,94,100.554295,63,30.45096541,19,7,133,4.261118115,06-Mar,8359,3,5,3609
Cricketer_510,67,114,105,103,2484,379,195,52.70795729,174,48.28210776,15,1,477,4.472215874,06-Apr,8432,3,2,6298
Cricketer_511,113,63,184,145,1957,418,106,92.30421195,140,21.35488014,8,2,429,5.670912424,04-May,8519,10,2,4845
Cricketer_512,72,100,167,103,2953,184,163,130.073413,193,47.18027411,6,6,207,5.596123335,06-Apr,6650,3,2,6471
Cricketer_513,113,75,135,110,6794,217,115,86.96225137,182,45.70385926,30,3,287,4.155171229,06-May,3651,12,5,6058
Cricketer_514,169,79,190,166,1453,197,62,121.2901833,56,46.65686119,30,1,168,4.684548796,06-Apr,3356,5,2,4178
Cricketer_515,190,91,72,177,3238,160,95,111.7995027,162,47.51582814,17,2,138,7.447346403,05-Apr,1334,12,2,8123
Cricketer_516,123,84,75,152,1026,160,175,66.88245363,61,29.37730854,18,1,355,5.00959274,05-Mar,4419,9,2,5579
Cricketer_517,101,87,191,129,1986,221,135,115.7685696,109,46.6487566,7,7,310,7.061590157,04-Mar,2924,5,4,6325
Cricketer_518,130,173,73,164,2724,276,140,68.14242767,155,41.14756397,28,4,284,5.148197373,03-Jun,8426,6,4,3932
Cricketer_519,107,149,130,43,8135,476,127,52.80513584,187,23.30154318,5,4,231,7.722324714,03-Mar,6364,2,1,7002
Cricketer_520,137,140,112,140,1654,185,181,66.02504839,127,43.23190239,29,6,112,7.959837677,03-Mar,3511,11,3,8526
Cricketer_521,164,154,68,177,2500,379,76,90.88048367,164,26.31925854,24,5,284,4.681847118,06-May,8939,9,5,5051
Cricketer_522,149,117,91,79,9201,467,130,140.3342789,59,38.91295409,23,8,187,7.799032317,05-Mar,6533,6,4,4179
Cricketer_523,143,77,170,84,4670,351,149,103.7976762,188,25.96418276,16,4,196,5.886510931,06-Apr,6338,8,2,3078
Cricketer_524,117,97,127,147,8292,411,103,82.38009445,176,36.70617868,10,8,249,7.929077415,03-Mar,6742,9,1,7671
Cricketer_525,153,95,68,77,6085,372,164,114.6116805,89,25.95311041,6,9,419,7.059817595,03-Apr,7385,4,1,4167
Cricketer_526,162,100,189,170,8202,189,184,114.1274133,178,38.40035345,18,6,369,6.654624107,06-May,6579,15,2,6126
Cricketer_527,112,148,81,58,4833,327,84,117.5982148,68,34.55574668,28,1,300,4.217893181,03-May,1449,1,5,6853
Cricketer_528,145,196,74,95,6738,497,104,59.03509059,130,26.22023079,8,10,409,7.462616632,06-May,4576,15,3,8813
Cricketer_529,163,123,157,24,2859,268,129,53.03752033,82,41.78940297,23,4,296,6.646350118,05-Jun,8685,13,4,9261
Cricketer_530,50,85,175,93,1606,213,60,91.58961639,156,43.4578861,26,2,410,4.861239396,03-May,7072,10,1,7175
Cricketer_531,176,188,81,79,6799,312,126,79.31020068,82,40.94709462,18,5,380,7.643052941,03-Mar,5349,9,2,5618
Cricketer_532,195,67,63,132,8664,460,124,115.1772684,82,29.3718453,28,7,232,7.38729524,05-Jun,7579,1,4,5761
Cricketer_533,119,112,103,58,8366,243,194,91.06507856,87,32.73445814,17,10,191,4.663105795,04-May,2805,11,1,9860
Cricketer_534,127,165,111,127,4989,357,175,110.6197028,139,42.70591514,16,5,177,6.015579039,05-Mar,9777,11,1,2468
Cricketer_535,167,138,80,69,8020,351,77,137.9977075,74,42.80040374,22,8,163,7.20115294,03-Apr,6395,10,4,6768
Cricketer_536,187,171,96,156,8901,169,158,138.8541446,51,32.95348721,10,8,276,4.666103532,05-Mar,5288,7,4,5429
Cricketer_537,151,132,64,26,8779,401,151,94.29881372,58,45.0159958,17,10,393,5.805152359,03-Apr,7163,14,4,3161
Cricketer_538,103,63,103,151,9459,453,112,58.56627125,116,47.43617267,17,3,146,6.639933533,05-Jun,3014,7,4,7187
Cricketer_539,150,179,114,156,9715,467,154,71.29557905,56,24.73598089,7,1,235,6.050545426,05-Apr,2076,7,2,9737
Cricketer_540,104,62,164,40,9930,394,69,99.59143505,141,22.1278648,25,3,74,7.911766039,03-Jun,5434,13,2,6338
Cricketer_541,63,136,113,123,9146,170,82,105.6338749,68,34.97734476,26,7,119,7.233701796,03-Mar,7708,3,4,2729
Cricketer_542,163,80,58,27,2296,355,125,131.2760748,175,36.67573666,24,7,185,7.808229566,03-Jun,4667,6,4,4452
Cricketer_543,87,95,84,70,1166,319,92,95.28982156,55,31.40209453,9,7,88,4.336366115,05-Apr,8671,14,1,6217
Cricketer_544,69,110,200,148,6617,217,135,147.8757142,79,30.82714734,11,5,132,7.682194561,06-Apr,5240,8,4,5281
Cricketer_545,115,76,172,143,5592,152,124,53.09149565,110,39.85388784,18,8,146,6.46430751,05-Apr,7412,11,2,9457
Cricketer_546,184,73,80,200,9883,153,179,141.574567,160,29.68559026,27,1,259,5.276316949,06-Jun,3948,10,4,9732
Cricketer_547,123,79,133,143,3729,241,179,62.39087588,137,36.02444719,16,5,320,5.974566561,05-Jun,8174,10,2,2763
Cricketer_548,175,168,77,190,8267,426,102,102.5477488,176,28.54450211,12,2,438,5.830894044,04-May,2372,5,5,5513
Cricketer_549,163,158,131,109,5329,269,140,63.59235291,50,30.4750039,14,10,82,6.735646664,04-Mar,6059,10,4,4337
Cricketer_550,176,99,53,107,4817,377,74,65.92997162,130,43.69327854,25,1,432,6.257603791,03-May,5017,2,4,8298
Cricketer_551,150,199,87,80,2728,459,107,88.23996665,148,37.58819527,6,6,79,7.741594794,03-Apr,9963,1,2,7869
Cricketer_552,64,124,114,111,7599,316,114,65.8274431,200,33.09822382,27,10,350,7.544933926,05-Mar,2576,6,5,6961
Cricketer_553,149,69,112,169,9395,216,185,125.2715452,102,38.18131274,29,8,141,5.999597944,06-May,9035,11,3,3965
Cricketer_554,157,89,114,96,8123,288,70,61.26919563,196,30.16653629,20,3,240,5.72251894,04-May,5275,5,3,2025
Cricketer_555,72,172,51,117,6897,486,119,147.0634343,142,20.71306431,25,1,450,5.171586719,05-Apr,7344,9,2,8629
Cricketer_556,128,124,88,171,9958,168,140,62.14187237,172,40.61463832,5,4,156,5.720527459,03-May,8672,9,4,8700
Cricketer_557,123,179,150,44,2238,281,192,86.22095654,192,37.90011858,24,8,396,7.457132557,04-Apr,2144,3,1,4263
Cricketer_558,165,191,194,58,9015,376,193,72.44825529,65,39.59644166,20,7,444,6.638645951,04-May,2758,5,5,2356
Cricketer_559,89,165,176,43,2272,299,69,94.88793636,103,31.34970151,15,1,190,5.063686629,04-Jun,5337,14,2,9151
Cricketer_560,176,105,122,176,8575,293,141,144.9099494,91,37.28138475,30,2,270,7.307038405,03-Jun,4766,8,5,4595
Cricketer_561,71,149,185,53,2499,234,184,81.83836233,102,23.22671635,18,10,300,7.559562088,06-Mar,3529,11,3,3688
Cricketer_562,91,138,177,80,1851,263,120,119.6128311,186,48.23462393,21,9,483,6.509828031,05-May,8148,8,3,9677
Cricketer_563,159,104,70,155,6323,137,133,128.2403153,182,29.11122668,6,8,268,6.458629478,04-Mar,2738,6,2,6938
Cricketer_564,111,86,51,117,6714,348,93,126.2686547,94,41.78938599,7,2,312,4.85850946,03-Jun,5825,12,1,9765
Cricketer_565,155,154,179,47,4331,177,93,82.41167836,192,43.08440055,13,1,218,7.817889249,04-Jun,1570,1,5,3949
Cricketer_566,190,126,167,197,8964,471,135,69.36128156,50,44.94939236,6,4,186,6.171907424,04-Jun,8876,7,5,7122
Cricketer_567,191,145,70,188,5193,235,142,149.3403328,102,37.9255852,27,10,453,4.086959758,06-Mar,3957,4,3,9902
Cricketer_568,53,108,191,24,6018,325,116,102.0006432,156,37.02724969,16,5,296,4.335432758,05-May,8908,14,1,7592
Cricketer_569,72,66,123,155,6710,222,194,78.30852916,199,38.0616285,26,6,267,7.276384379,03-May,6023,3,2,9495
Cricketer_570,50,76,101,167,7617,124,163,76.12612842,64,40.48592283,23,9,248,6.733929697,03-Jun,1627,5,5,3758
Cricketer_571,71,98,80,189,2701,365,167,66.49000634,103,20.27143226,21,8,461,4.936655745,04-Apr,9233,14,1,5289
Cricketer_572,175,183,64,95,7633,358,108,93.96165385,195,27.00565478,20,5,149,6.828596364,03-Jun,8330,2,2,2928
Cricketer_573,111,99,76,136,6261,472,131,91.69821382,74,36.5069188,22,6,413,7.19377288,04-Jun,3129,6,1,3408
Cricketer_574,169,60,152,185,5652,346,145,57.02200748,132,42.42220642,17,8,395,6.644686112,05-May,4473,7,2,6053
Cricketer_575,152,116,132,98,8506,434,89,79.66760241,125,38.201512,18,3,471,7.275540413,03-Apr,3065,7,1,6153
Cricketer_576,143,91,170,170,4821,153,145,124.1197266,115,36.62425891,17,4,193,4.87535962,04-Apr,4712,13,2,6696
Cricketer_577,196,117,134,20,2546,139,136,54.88599884,190,20.96881257,16,8,304,4.550765343,05-Mar,4603,4,4,2106
Cricketer_578,117,130,122,73,7797,183,158,51.66332945,90,28.73119315,11,6,358,6.205565052,05-Mar,2621,7,1,3325
Cricketer_579,193,92,69,42,2651,496,98,144.2283854,129,43.35396678,28,7,192,5.371700608,04-Apr,9712,15,3,5107
Cricketer_580,55,109,178,160,3374,147,144,149.2111579,196,32.49174193,30,5,353,6.784018842,04-Apr,6099,9,4,6447
Cricketer_581,67,119,144,134,7526,176,132,102.2283299,172,22.33821219,7,3,134,4.811176919,05-Apr,1432,9,5,3977
Cricketer_582,144,79,122,117,7309,223,88,53.98960171,131,44.26365,8,2,450,4.102042493,05-Apr,5762,6,5,9351
Cricketer_583,83,96,177,61,2227,366,154,91.00417437,70,27.9151404,23,5,371,4.36498213,06-Apr,8381,12,2,7809
Cricketer_584,128,157,88,106,8782,256,144,101.3559413,189,35.50859782,6,2,462,5.091839399,03-Jun,3498,10,1,3886
Cricketer_585,174,54,80,197,1945,285,94,119.8452404,177,42.00965965,25,8,143,5.86365039,03-May,7002,1,5,7695
Cricketer_586,83,111,85,166,7652,291,75,94.5143679,150,31.61536677,13,10,388,4.272923364,04-Apr,3003,10,4,6883
Cricketer_587,101,70,69,140,1293,296,141,118.4357904,176,34.30936913,16,5,198,6.419526621,03-Mar,7698,9,3,2862
Cricketer_588,115,65,176,105,2706,245,146,105.4062086,181,22.61217728,24,1,77,6.609733248,06-Apr,3360,14,2,7748
Cricketer_589,52,198,158,58,4875,477,170,70.19662623,148,22.22228093,13,3,55,6.131575911,06-Apr,7538,9,1,7563
Cricketer_590,87,93,122,27,1228,168,142,144.297185,69,27.88948318,13,7,319,4.154277654,03-Jun,8468,11,4,9593
Cricketer_591,128,199,159,102,7984,122,192,58.85685558,172,29.85224901,25,1,393,4.460276647,05-May,6282,10,4,7341
Cricketer_592,96,130,64,29,7739,397,64,111.8995637,147,27.2428007,29,8,483,5.378575235,03-Jun,3953,2,5,2675
Cricketer_593,183,161,68,150,4027,149,180,78.4887181,79,21.52288403,12,8,358,7.239647196,03-May,7842,11,3,6462
Cricketer_594,88,131,199,21,3194,378,71,59.29142801,175,35.80962311,23,4,165,5.734375228,04-May,2065,1,2,5275
Cricketer_595,56,106,68,104,3569,489,186,83.31574093,68,34.52822774,7,1,337,6.881517034,05-Apr,5847,6,3,5439
Cricketer_596,144,113,152,39,5731,320,108,74.90146525,196,48.99357542,10,10,439,4.6513706,05-Mar,8992,14,3,8431
Cricketer_597,200,123,157,144,6550,346,127,55.31758264,129,25.67561396,28,10,444,4.29803086,06-Apr,4188,8,2,9490
Cricketer_598,61,74,126,108,5785,485,71,121.8517507,169,26.58402826,28,8,369,6.71238114,05-May,5750,3,5,6150
Cricketer_599,187,145,198,118,5268,404,111,80.57378719,53,43.87268131,30,10,271,5.333607654,06-Jun,8261,7,2,6418
Cricketer_600,64,85,102,183,7407,355,90,85.31300263,108,25.65712525,18,10,327,6.903955894,03-Apr,9624,7,3,9045
Cricketer_601,94,137,75,157,9440,278,181,62.39908211,116,30.236543,28,4,123,4.843982831,03-Jun,1635,3,3,8240
Cricketer_602,118,76,161,152,7206,499,135,124.9293429,164,24.19155601,16,10,240,6.206488244,04-Jun,9379,12,4,3941
Cricketer_603,158,98,193,72,6153,164,64,74.71468549,99,41.4264325,30,3,142,7.343945921,06-May,9542,4,5,9301
Cricketer_604,197,143,199,53,4506,185,73,143.5965215,107,39.15840684,9,2,139,7.043163472,06-Mar,6000,11,4,6638
Cricketer_605,198,184,55,145,5118,220,136,84.20001914,155,47.19312742,16,1,113,7.137127451,04-May,2489,2,2,3296
Cricketer_606,134,128,154,32,3504,384,111,133.5194696,89,48.34391613,18,7,71,4.306637674,04-Mar,8659,7,2,2375
Cricketer_607,156,142,79,182,8356,286,177,72.78550345,174,24.41839679,7,7,128,6.918737072,05-Mar,1044,7,4,8070
Cricketer_608,96,106,184,46,7626,290,65,85.69217149,57,44.83958628,20,8,492,4.072725187,06-Apr,6662,14,3,3832
Cricketer_609,170,81,54,196,7492,113,130,77.71289991,172,45.86755378,24,2,252,4.140693377,06-Jun,4742,5,3,9389
Cricketer_610,84,69,63,145,3088,249,180,103.8447311,165,23.04755636,18,1,99,6.913871577,04-Mar,2719,5,5,6676
Cricketer_611,88,120,109,139,1732,253,135,50.4971869,82,34.0640979,27,4,270,5.838725871,03-Jun,7142,2,2,3700
Cricketer_612,174,112,182,33,6357,334,108,123.7069799,167,40.82834562,14,8,494,4.982060445,04-Mar,9542,14,4,5064
Cricketer_613,123,194,192,182,8029,192,84,110.368543,71,21.72746913,19,8,331,7.68217904,03-Apr,2329,12,4,2643
Cricketer_614,173,136,188,130,6151,376,166,91.53361406,52,29.0800226,29,8,305,4.92623434,06-Mar,3714,5,3,5854
Cricketer_615,167,198,69,150,2876,132,150,62.07025534,123,29.07911703,5,4,52,6.961297596,06-Apr,4062,2,2,6621
Cricketer_616,177,158,113,49,1999,422,176,138.4681984,92,26.4513963,28,2,135,5.542825246,05-Mar,6349,8,3,8958
Cricketer_617,126,71,65,174,7229,344,71,56.39195962,113,39.00364701,28,9,390,7.161020271,04-May,7026,9,5,9966
Cricketer_618,175,60,176,91,3974,326,147,59.64935523,186,27.29082239,6,9,204,4.233803385,06-May,6841,3,4,4131
Cricketer_619,180,191,177,113,5960,395,99,82.64922094,95,44.19266706,20,9,463,4.766172013,03-May,1917,4,5,2454
Cricketer_620,126,150,72,96,4362,344,145,59.62308904,146,25.8093882,14,9,130,7.949887964,05-May,9356,8,5,5694
Cricketer_621,191,103,128,110,4652,444,164,133.368091,63,25.38127582,23,10,299,6.142058099,05-Mar,9465,13,1,6932
Cricketer_622,58,102,77,60,9915,182,124,133.9205948,198,28.49371195,20,1,68,5.707023832,06-Mar,4518,9,5,7643
Cricketer_623,151,76,120,117,1971,298,180,106.8495881,193,39.42935063,7,4,419,7.657748492,04-Jun,1350,9,3,4659
Cricketer_624,145,107,184,46,6692,192,129,140.1959723,193,26.51799035,8,5,217,4.945962258,04-Mar,7924,12,4,5169
Cricketer_625,176,126,132,90,3546,260,81,116.3439408,166,43.26305295,22,10,306,6.810960307,04-Mar,1546,7,2,8977
Cricketer_626,131,61,138,46,9400,386,122,74.07303612,80,34.54203375,14,3,416,5.082000514,05-Apr,5462,1,3,6470
Cricketer_627,174,200,92,160,4366,218,148,114.37746,173,44.94393727,20,2,89,5.635626495,06-Mar,6911,14,1,7800
Cricketer_628,82,180,103,162,7395,305,55,60.23385352,145,39.86155919,17,8,97,6.722680587,03-Jun,2071,9,5,2177
Cricketer_629,90,80,175,42,4205,105,101,85.03278261,94,21.13765974,27,1,76,5.866424862,05-Mar,1949,14,3,3959
Cricketer_630,57,55,123,91,2049,483,161,117.0703709,173,40.01878609,7,6,398,7.419433814,06-Apr,3156,11,3,7949
Cricketer_631,89,155,60,179,2006,151,188,54.6594744,129,26.35610346,18,10,483,4.904174842,05-Jun,6674,6,4,4290
Cricketer_632,200,170,182,117,2612,114,68,124.7228915,94,25.51591976,9,1,282,7.483741096,05-Mar,8121,1,5,3782
Cricketer_633,92,123,52,179,1115,390,50,74.05785657,146,34.88808471,21,5,397,7.2905394,03-Mar,7508,14,5,6788
Cricketer_634,189,121,160,139,2352,387,176,143.7099954,71,34.19252417,17,3,339,7.050274945,03-Mar,1296,4,1,6094
Cricketer_635,63,131,109,43,1388,219,139,57.7864444,114,43.49366376,13,10,413,6.313951862,03-Apr,9538,2,1,2231
Cricketer_636,66,70,125,190,3115,172,169,50.28914064,55,34.49343777,28,9,225,4.79072302,05-Mar,8524,11,3,3357
Cricketer_637,156,185,185,104,1380,402,166,107.9257979,58,39.72528922,26,3,417,5.19823729,05-Jun,7143,1,2,2477
Cricketer_638,132,75,71,43,8820,220,188,125.47563,161,32.01433167,8,9,289,4.232002881,04-Apr,6831,7,3,7183
Cricketer_639,185,125,113,23,8439,367,101,135.9858126,59,33.07848642,29,7,478,6.797134267,05-Apr,4203,11,5,2078
Cricketer_640,158,56,126,115,6675,125,54,134.4259871,102,33.90328159,28,3,83,7.385022502,04-Mar,5954,10,1,8596
Cricketer_641,200,167,134,149,1793,335,71,131.1922044,73,47.88606057,6,9,66,4.393987212,03-Mar,1122,13,3,3766
Cricketer_642,60,156,197,144,2660,402,140,113.7137957,118,49.50134529,9,5,295,6.19373097,03-Jun,2445,14,5,3525
Cricketer_643,147,170,78,71,3107,417,199,76.40843437,105,37.8768752,25,1,335,6.219969608,03-May,9506,2,3,4592
Cricketer_644,94,117,59,122,3577,327,68,61.49509177,70,36.60278847,12,7,312,6.846954554,06-Mar,3446,11,1,2057
